3.144000000000000128e+00,9.000000000000000000e+00,8.375164000000000669e+03,1.386734999999999900e+03,7.045840000000000146e+03,6.031099999999999994e+01,6.031099999999999994e+01,5.768790000000000191e+02,2.880000000000000000e+02,5.765480000000000018e+02,1.391999999999999904e+00,9.979999999999999982e-01,7.506000000000000227e+00,1.020999999999999908e+00,1.196100000000000030e+01,2.369999999999999885e-01,9.929999999999999938e-01,9.869999999999999885e-01
9.300000000000000711e+00,2.700000000000000000e+01,7.275700199999999313e+04,3.560349000000000160e+03,9.728709000000000742e+03,6.447949999999999591e+02,6.447949999999999591e+02,1.064615000000000009e+03,2.880000000000000000e+02,7.732490000000000236e+02,4.549999999999999822e+00,9.979999999999999982e-01,2.304500000000000171e+01,1.050999999999999934e+00,8.892799999999999727e+01,1.760000000000000009e+00,9.939999999999999947e-01,9.769999999999999796e-01
7.147999999999999687e+00,2.100000000000000000e+01,3.900563100000000122e+04,2.678023000000000138e+03,9.117010000000000218e+03,3.323389999999999986e+02,3.323389999999999986e+02,8.213619999999999663e+02,2.880000000000000000e+02,6.866609999999999445e+02,2.986000000000000210e+00,9.979999999999999982e-01,1.568699999999999939e+01,1.036000000000000032e+00,4.392300000000000182e+01,8.699999999999999956e-01,9.889999999999999902e-01,9.819999999999999840e-01
7.147999999999999687e+00,2.100000000000000000e+01,3.897755200000000332e+04,2.678076000000000022e+03,9.138461999999999534e+03,3.321089999999999804e+02,3.321089999999999804e+02,8.406190000000000282e+02,2.880000000000000000e+02,6.973930000000000291e+02,2.955999999999999961e+00,9.979999999999999982e-01,1.546000000000000085e+01,1.034999999999999920e+00,4.479099999999999682e+01,8.870000000000000107e-01,9.509999999999999565e-01,9.879999999999999893e-01
6.174999999999999822e+00,1.800000000000000000e+01,2.979214500000000044e+04,2.307398999999999887e+03,8.824272999999999229e+03,2.462059999999999889e+02,2.462059999999999889e+02,7.742649999999999864e+02,2.880000000000000000e+02,6.686309999999999718e+02,2.503000000000000114e+00,9.979999999999999982e-01,1.318500000000000050e+01,1.030000000000000027e+00,3.420799999999999841e+01,6.770000000000000462e-01,9.679999999999999716e-01,9.899999999999999911e-01
7.147999999999999687e+00,2.100000000000000000e+01,3.900054000000000087e+04,2.678041999999999916e+03,9.119210999999999331e+03,3.323849999999999909e+02,3.323849999999999909e+02,8.330480000000000018e+02,2.880000000000000000e+02,6.905359999999999445e+02,2.982000000000000206e+00,9.979999999999999982e-01,1.574000000000000021e+01,1.034999999999999920e+00,4.468299999999999983e+01,8.850000000000000089e-01,9.789999999999999813e-01,9.769999999999999796e-01
6.174999999999999822e+00,1.800000000000000000e+01,2.976086000000000058e+04,2.306818000000000211e+03,8.779004999999999200e+03,2.460159999999999911e+02,2.460159999999999911e+02,7.699710000000000036e+02,2.880000000000000000e+02,6.634460000000000264e+02,2.519000000000000128e+00,9.979999999999999982e-01,1.339199999999999946e+01,1.030999999999999917e+00,3.417799999999999727e+01,6.770000000000000462e-01,1.000000000000000000e+00,9.789999999999999813e-01
4.160999999999999588e+00,1.200000000000000000e+01,1.471791400000000067e+04,1.547450000000000045e+03,7.720110999999999876e+03,1.137339999999999947e+02,1.137339999999999947e+02,6.226860000000000355e+02,2.880000000000000000e+02,6.002490000000000236e+02,1.663999999999999924e+00,9.979999999999999982e-01,8.881999999999999673e+00,1.022999999999999909e+00,1.641700000000000159e+01,3.250000000000000111e-01,9.989999999999999991e-01,9.939999999999999947e-01
6.174999999999999822e+00,1.800000000000000000e+01,2.976197000000000116e+04,2.306824999999999818e+03,8.795200999999999112e+03,2.460269999999999868e+02,2.460269999999999868e+02,7.683460000000000036e+02,2.880000000000000000e+02,6.644249999999999545e+02,2.512999999999999901e+00,9.979999999999999982e-01,1.328999999999999915e+01,1.030999999999999917e+00,3.398799999999999955e+01,6.730000000000000426e-01,9.899999999999999911e-01,9.849999999999999867e-01
1.137999999999999901e+00,3.000000000000000000e+00,5.208189999999999600e+03,1.324564000000000078e+03,6.632759000000000015e+03,6.043999999999999595e+00,6.043999999999999595e+00,5.961159999999999854e+02,2.880000000000000000e+02,5.625560000000000400e+02,1.262000000000000011e+00,9.979999999999999982e-01,6.799999999999999822e+00,1.018999999999999906e+00,2.849800000000000111e+01,2.650000000000000133e-01,9.909999999999999920e-01,9.969999999999999973e-01
