-2.675290000000000168e-01,-3.637079999999999758e-01,-2.772240000000000260e-01,1.836303999999999936e+00,-5.449899999999999883e-02,-5.517199999999999882e-02,4.583079999999999932e-01,-3.995070000000000010e-01,-1.787239999999999940e-01,-9.374719999999999720e-01,3.984269999999999756e-01,-2.727040000000000020e-01,-6.839180000000000259e-01,5.481139999999999901e-01,8.687789999999999679e+00,2.840577000000000130e+00,1.289762999999999948e+01,-6.938019999999999854e+00,2.981488999999999834e+00,6.531082999999999750e+00,-7.122474000000000416e+00,1.889372600000000091e+01,-1.522372200000000042e+01,2.166542099999999849e+01,2.548872899999999930e+01,1.820620000000000016e-01,2.317156999999999911e+00,3.070232999999999990e+00
1.271089999999999998e-01,-2.775059999999999749e-01,2.024880000000000013e-01,1.620230999999999977e+00,3.816120000000000068e-01,1.326759999999999884e-01,-8.615699999999999747e-02,3.330000000000000169e-04,-2.206799999999999873e-01,3.689020000000000077e-01,1.213734000000000091e+00,3.477439999999999976e-01,1.732600000000000112e-02,-7.363070000000000448e-01,1.554996000000000045e+00,7.154039000000000037e+00,-3.254906000000000077e+00,-1.736391400000000118e+01,-4.686247999999999969e+00,3.244759999999999867e-01,1.685106700000000046e+01,1.810698700000000017e+01,-9.771404000000000423e+00,-3.641763000000000083e+00,9.681499000000000521e+00,-7.613520000000000287e-01,-1.328098000000000001e+00,1.090546000000000015e+00
-5.169179999999999886e-01,-4.177460000000000062e-01,4.364900000000000030e-02,2.009945000000000093e+00,6.795609999999999706e-01,-3.023150000000000004e-01,-8.538999999999999369e-02,-1.695400000000000032e-02,-6.971309999999999452e-01,7.121720000000000272e-01,1.810640999999999945e+00,1.520836000000000077e+00,3.658429999999999738e-01,-1.351514000000000104e+00,-1.114559999999999995e-01,6.551808000000000298e+00,-5.360479999999999690e-01,-9.477062000000000097e+00,-5.370451000000000086e+00,-2.138117999999999963e+00,1.429934899999999942e+01,-2.201522000000000201e+00,-1.673667299999999969e+01,4.749467000000000105e+00,1.756845500000000015e+01,5.032499999999999751e-01,-2.316708000000000212e+00,2.674770000000000092e+00
-4.083350000000000035e-01,-4.523010000000000086e-01,-3.881220000000000225e-01,1.793296000000000001e+00,-5.412200000000000344e-02,-1.472340000000000038e-01,5.020369999999999555e-01,-2.176300000000000109e-02,-3.376000000000000095e-03,8.700000000000000051e-05,-1.372130000000000016e-01,2.505500000000000088e-02,1.935000000000000088e-03,-8.290300000000000447e-02,-7.308580000000000076e-01,-7.184599999999999320e-02,-1.423499999999999939e-02,2.931710000000000149e-01,4.635600000000000137e-02,5.200999999999999894e-03,2.639099999999999779e-01,-1.631113000000000035e+00,-2.147632199999999969e+01,9.527929000000000315e+00,2.633835399999999893e+01,-3.641249999999999765e-01,3.089540000000000064e-01,3.437116000000000060e+00
-5.014610000000000456e-01,-3.242840000000000167e-01,1.436149999999999927e-01,2.121534000000000031e+00,5.676569999999999672e-01,-1.097530000000000033e-01,-1.321879999999999999e-01,2.561799999999999841e-02,4.113999999999999602e-03,6.138300000000000006e-02,1.790120000000000045e-01,2.179480000000000028e-01,-3.015500000000000125e-02,1.720359999999999945e-01,1.380339999999999900e-01,2.329647000000000023e+00,-8.542635999999999896e+00,-2.141622500000000073e+01,-1.030390799999999984e+01,-4.257564999999999600e+00,1.379092200000000012e+01,-5.737416999999999767e+00,-1.774687600000000032e+01,3.580559000000000047e+00,3.519871999999999890e+00,-1.092373999999999956e+00,-4.634309999999999818e-01,4.827409999999999757e-01
-6.808599999999999375e-02,-2.526240000000000152e-01,-1.117459999999999981e-01,1.502593999999999985e+00,3.848759999999999959e-01,-1.444020000000000026e-01,1.792189999999999894e-01,-1.177829999999999988e-01,6.256490000000000107e-01,-5.678020000000000289e-01,-1.736656999999999895e+00,-1.231602000000000086e+00,3.022779999999999911e-01,1.638049000000000088e+00,1.799187000000000092e+00,-2.106218000000000146e+00,-2.226090000000000013e-01,-6.717220000000000413e-01,3.399106999999999879e+00,2.945873000000000186e+00,-3.909038999999999930e+00,2.229187999999999903e+01,-1.400038699999999992e+01,9.892054999999999154e+00,3.119334999999999880e+01,-6.675619999999999887e-01,-2.317156999999999911e+00,5.194293000000000049e+00
-1.187430000000000013e-01,-3.407749999999999946e-01,-4.411700000000000343e-02,1.646049000000000095e+00,-9.700000000000000289e-03,6.527499999999999969e-02,2.841580000000000217e-01,3.689720000000000222e-01,2.856399999999999911e-02,9.464899999999999702e-02,-5.781499999999999834e-02,3.315900000000000097e-02,-7.021999999999999596e-03,-3.317000000000000070e-03,-1.245502000000000109e+00,1.463150000000000006e-01,-6.462729999999999864e-01,8.011200000000000265e-02,1.171032000000000073e+00,3.737599999999999950e-02,-1.402799999999999880e-01,1.182557000000000080e+01,-2.161224699999999999e+01,1.086305300000000074e+01,2.597422800000000009e+01,-8.496240000000000459e-01,3.668830000000000147e-01,3.552973999999999855e+00
3.306310000000000082e-01,-3.928619999999999890e-01,4.318700000000000316e-02,1.287655999999999912e+00,8.866999999999999882e-03,7.601499999999999924e-02,4.633199999999999819e-02,3.200700000000000073e-02,-2.652999999999999976e-03,6.051100000000000229e-02,8.681200000000000028e-02,-5.030999999999999882e-03,-2.790000000000000054e-04,1.034010000000000068e-01,1.833717999999999959e+00,-2.853500000000000134e-02,6.200000000000000270e-05,-7.684609999999999497e-01,2.291009999999999991e-01,9.166199999999999348e-02,-1.096044999999999936e+00,4.077782799999999952e+01,-3.289411499999999933e+01,1.250161499999999926e+01,2.743072700000000097e+01,-1.092373999999999956e+00,7.144570000000000087e-01,4.112953000000000081e+00
-7.368919999999999915e-01,-4.345450000000000146e-01,2.484810000000000074e-01,1.691702000000000039e+00,6.456939999999999902e-01,-5.961450000000000360e-01,3.779870000000000174e-01,3.334719999999999906e-01,1.185532000000000030e+00,-1.324572000000000083e+00,-1.049523999999999901e+00,-1.875858999999999943e+00,1.332400999999999947e+00,1.439648999999999957e+00,3.340681000000000012e+00,-4.826882000000000339e+00,6.203294999999999781e+00,-1.906482000000000010e+00,5.233450000000000379e+00,-3.101593999999999962e+00,-1.089629799999999982e+01,1.346340000000000037e-01,-4.312542700000000195e+01,2.265662800000000132e+01,2.873432499999999834e+01,-3.565840000000000121e-01,-2.537783000000000122e+00,5.093299000000000021e+00
-1.006250000000000061e-01,-1.556750000000000078e-01,1.673340000000000105e-01,1.486147000000000107e+00,2.815520000000000245e-01,1.127289999999999959e-01,2.498680000000000068e-01,1.122480000000000006e-01,-1.330129999999999924e-01,-2.254400000000000154e-02,8.722360000000000113e-01,-1.805140000000000078e-01,1.899000000000000132e-01,-8.412100000000000133e-01,-3.094382399999999933e+01,5.014972000000000207e+00,-7.247995000000000410e+00,5.800425200000000103e+01,3.289067999999999881e+00,-6.702302999999999678e+00,-1.971392799999999923e+01,-2.006202499999999844e+01,-3.094635600000000153e+01,1.644173800000000085e+01,5.449723399999999884e+01,-1.732915999999999901e+00,-4.041569999999999885e-01,9.643845000000000667e+00
