7.147999999999999687e+00,2.100000000000000000e+01,3.901190299999999843e+04,2.677978000000000065e+03,9.113164000000000669e+03,3.325129999999999768e+02,3.325129999999999768e+02,8.212269999999999754e+02,2.880000000000000000e+02,6.856929999999999836e+02,2.991000000000000103e+00,9.979999999999999982e-01,1.575600000000000023e+01,1.036000000000000032e+00,4.399600000000000222e+01,8.709999999999999964e-01,9.939999999999999947e-01,9.789999999999999813e-01
7.147999999999999687e+00,2.100000000000000000e+01,3.898467399999999907e+04,2.678088000000000193e+03,9.134649999999999636e+03,3.322320000000000277e+02,3.322320000000000277e+02,8.150689999999999600e+02,2.880000000000000000e+02,6.891100000000000136e+02,2.963000000000000078e+00,9.979999999999999982e-01,1.532499999999999929e+01,1.036000000000000032e+00,4.311800000000000210e+01,8.539999999999999813e-01,9.709999999999999742e-01,1.000000000000000000e+00
3.144000000000000128e+00,9.000000000000000000e+00,8.377893000000000029e+03,1.386750999999999976e+03,7.089681999999999789e+03,6.033800000000000097e+01,6.033800000000000097e+01,5.974700000000000273e+02,2.880000000000000000e+02,5.842609999999999673e+02,1.389999999999999902e+00,9.979999999999999982e-01,7.557999999999999829e+00,1.020000000000000018e+00,1.276200000000000045e+01,2.530000000000000027e-01,9.629999999999999671e-01,9.779999999999999805e-01
7.147999999999999687e+00,2.100000000000000000e+01,3.899936099999999715e+04,2.678061000000000149e+03,9.122534999999999854e+03,3.323980000000000246e+02,3.323980000000000246e+02,8.102780000000000200e+02,2.880000000000000000e+02,6.847999999999999545e+02,2.979000000000000092e+00,9.979999999999999982e-01,1.550099999999999945e+01,1.036000000000000032e+00,4.303699999999999903e+01,8.519999999999999796e-01,9.889999999999999902e-01,9.929999999999999938e-01
2.088000000000000078e+00,6.000000000000000000e+00,4.057217999999999847e+03,1.344849999999999909e+03,6.762996000000000095e+03,2.237800000000000011e+01,2.237800000000000011e+01,5.248229999999999791e+02,2.880000000000000000e+02,5.563310000000000173e+02,1.235999999999999988e+00,9.979999999999999982e-01,6.597999999999999865e+00,1.020000000000000018e+00,2.125700000000000145e+01,1.789999999999999925e-01,9.989999999999999991e-01,1.000000000000000000e+00
1.137999999999999901e+00,3.000000000000000000e+00,9.572039999999999509e+02,1.347356999999999971e+03,6.634385000000000218e+03,7.350999999999999979e+00,7.350999999999999979e+00,4.741619999999999777e+02,2.880000000000000000e+02,5.477179999999999609e+02,1.122999999999999998e+00,9.979999999999999982e-01,6.060999999999999943e+00,1.018999999999999906e+00,1.164600000000000080e+01,1.039999999999999952e-01,9.789999999999999813e-01,9.829999999999999849e-01
5.139999999999999680e+00,1.500000000000000000e+01,2.163507300000000032e+04,1.924335000000000036e+03,8.496649999999999636e+03,1.752769999999999868e+02,1.752769999999999868e+02,7.073959999999999582e+02,2.880000000000000000e+02,6.390330000000000155e+02,2.077999999999999847e+00,9.979999999999999982e-01,1.102500000000000036e+01,1.026000000000000023e+00,2.508399999999999963e+01,4.969999999999999973e-01,9.639999999999999680e-01,9.919999999999999929e-01
8.205999999999999517e+00,2.400000000000000000e+01,5.099297899999999936e+04,3.087454999999999927e+03,9.303712999999999738e+03,4.380889999999999986e+02,4.380889999999999986e+02,9.001299999999999955e+02,2.880000000000000000e+02,7.247759999999999536e+02,3.588999999999999968e+00,9.979999999999999982e-01,1.830399999999999849e+01,1.042000000000000037e+00,5.856300000000000239e+01,1.159000000000000030e+00,9.919999999999999929e-01,9.979999999999999982e-01
8.205999999999999517e+00,2.400000000000000000e+01,5.099324399999999878e+04,3.087451000000000022e+03,9.299332000000000335e+03,4.380790000000000077e+02,4.380790000000000077e+02,9.148709999999999809e+02,2.880000000000000000e+02,7.275190000000000055e+02,3.597999999999999865e+00,9.979999999999999982e-01,1.856099999999999994e+01,1.042000000000000037e+00,5.989699999999999847e+01,1.185999999999999943e+00,9.899999999999999911e-01,9.849999999999999867e-01
1.137999999999999901e+00,3.000000000000000000e+00,2.601086999999999989e+03,1.338349999999999909e+03,6.614841999999999643e+03,6.801000000000000156e+00,6.801000000000000156e+00,5.219410000000000309e+02,2.880000000000000000e+02,5.520510000000000446e+02,1.183000000000000052e+00,9.979999999999999982e-01,6.370000000000000107e+00,1.018999999999999906e+00,2.074800000000000111e+01,1.710000000000000131e-01,9.949999999999999956e-01,9.899999999999999911e-01
